step,candidate,chosen,n_customers,n_remaining,distance_to_candidate,remaining_capacity_ratio,candidate_demand_ratio,dist_candidate_to_depot,urgency_score
4,5,0,10,6,0.5093872913789715,1.0,0.24761899143617241,0.5093872913789715,0.2791291716697872
4,6,0,10,6,0.2760734001790705,1.0,0.16773246237023148,0.2760734001790705,0.2791291716697872
4,7,1,10,6,0.24196338520984823,1.0,0.3963148486641246,0.24196338520984823,0.2791291716697872
4,8,0,10,6,0.3007782654728335,1.0,0.326977222372964,0.3007782654728335,0.2791291716697872
4,10,0,10,6,0.5626096354396656,1.0,0.2698081454356859,0.5626096354396656,0.2791291716697872
5,4,1,10,5,0.09136377408713246,0.6036851513358754,0.39925550948245536,0.32136935687785534,0.4623754138264147
5,5,0,10,5,0.48949955864992334,0.6036851513358754,0.24761899143617241,0.5093872913789715,0.4623754138264147
5,6,0,10,5,0.4521768145349251,0.6036851513358754,0.16773246237023148,0.2760734001790705,0.4623754138264147
5,8,0,10,5,0.542557124197624,0.6036851513358754,0.326977222372964,0.3007782654728335,0.4623754138264147
5,10,0,10,5,0.48740426321561187,0.6036851513358754,0.2698081454356859,0.5626096354396656,0.4623754138264147
6,8,0,10,4,0.6212118783975284,0.20442964185342005,0.326977222372964,0.3007782654728335,1.0
6,10,0,10,4,0.5384929043137238,0.20442964185342005,0.2698081454356859,0.5626096354396656,1.0
6,5,0,10,4,0.5568767099071973,0.20442964185342005,0.24761899143617241,0.5093872913789715,1.0
6,6,1,10,4,0.5434198169515744,0.20442964185342005,0.16773246237023148,0.2760734001790705,1.0
7,8,1,10,3,0.3007782654728335,1.0,0.326977222372964,0.3007782654728335,0.2791291716697872
7,10,0,10,3,0.5626096354396656,1.0,0.2698081454356859,0.5626096354396656,0.2791291716697872
7,5,0,10,3,0.5093872913789715,1.0,0.24761899143617241,0.5093872913789715,0.2791291716697872
8,10,0,10,2,0.749922109859019,0.673022777627036,0.2698081454356859,0.5626096354396656,0.4147395614958965
8,5,1,10,2,0.6573024366088731,0.673022777627036,0.24761899143617241,0.5093872913789715,0.4147395614958965
9,10,1,10,1,0.12215680392509957,0.4254037861908636,0.2698081454356859,0.5626096354396656,0.6561511221354099
0,1,0,10,10,0.2968844211790029,1.0,0.33784420374243535,0.2968844211790029,0.23312297203605584
0,2,0,10,10,0.7154333352783693,1.0,0.3899192338831866,0.7154333352783693,0.23312297203605584
0,3,0,10,10,0.5600900020074167,1.0,0.3424551788975112,0.5600900020074167,0.23312297203605584
0,4,1,10,10,0.2064391847774446,1.0,0.2561569258841635,0.2064391847774446,0.23312297203605584
0,5,0,10,10,0.34732463269994757,1.0,0.14113187059293805,0.34732463269994757,0.23312297203605584
0,6,0,10,10,0.21531904234878443,1.0,0.18004868264080953,0.21531904234878443,0.23312297203605584
0,7,0,10,10,0.42484384361198807,1.0,0.12000691354164758,0.42484384361198807,0.23312297203605584
0,8,0,10,10,0.38223991822547093,1.0,0.18970656341526643,0.38223991822547093,0.23312297203605584
0,9,0,10,10,0.24568716599125157,1.0,0.12499301012186285,0.24568716599125157,0.23312297203605584
0,10,0,10,10,0.3069345579446088,1.0,0.24896713764073744,0.3069345579446088,0.23312297203605584
1,1,0,10,9,0.17619286619038094,0.7438430741158365,0.33784420374243535,0.2968844211790029,0.31340343164874623
1,2,0,10,9,0.5132277978523153,0.7438430741158365,0.3899192338831866,0.7154333352783693,0.31340343164874623
1,3,0,10,9,0.4280550586361151,0.7438430741158365,0.3424551788975112,0.5600900020074167,0.31340343164874623
1,5,0,10,9,0.1734159663398469,0.7438430741158365,0.14113187059293805,0.34732463269994757,0.31340343164874623
1,6,0,10,9,0.14104861212052663,0.7438430741158365,0.18004868264080953,0.21531904234878443,0.31340343164874623
1,7,0,10,9,0.33837545611227793,0.7438430741158365,0.12000691354164758,0.42484384361198807,0.31340343164874623
1,8,0,10,9,0.17846690739865784,0.7438430741158365,0.18970656341526643,0.38223991822547093,0.31340343164874623
1,9,0,10,9,0.18529903545273746,0.7438430741158365,0.12499301012186285,0.24568716599125157,0.31340343164874623
1,10,1,10,9,0.10779461281246804,0.7438430741158365,0.24896713764073744,0.3069345579446088,0.31340343164874623
2,1,0,10,8,0.13965619735567342,0.4948759364750991,0.33784420374243535,0.2968844211790029,0.4710735658244842
2,2,0,10,8,0.40857046177418876,0.4948759364750991,0.3899192338831866,0.7154333352783693,0.4710735658244842
2,3,0,10,8,0.3441493128487754,0.4948759364750991,0.3424551788975112,0.5600900020074167,0.4710735658244842
2,5,0,10,8,0.1772540912071628,0.4948759364750991,0.14113187059293805,0.34732463269994757,0.4710735658244842
2,6,0,10,8,0.2278934196875499,0.4948759364750991,0.18004868264080953,0.21531904234878443,0.4710735658244842
2,7,0,10,8,0.2890115648450099,0.4948759364750991,0.12000691354164758,0.42484384361198807,0.4710735658244842
2,8,1,10,8,0.07690741797791371,0.4948759364750991,0.18970656341526643,0.38223991822547093,0.4710735658244842
2,9,0,10,8,0.2662420219444161,0.4948759364750991,0.12499301012186285,0.24568716599125157,0.4710735658244842
3,1,0,10,7,0.1905366946676245,0.30516937305983266,0.33784420374243535,0.2968844211790029,0.7639133956943605
3,2,0,10,7,0.3347629472307982,0.30516937305983266,0.3899192338831866,0.7154333352783693,0.7639133956943605
3,3,0,10,7,0.3319968656262824,0.30516937305983266,0.3424551788975112,0.5600900020074167,0.7639133956943605
3,5,1,10,7,0.17995195178605197,0.30516937305983266,0.14113187059293805,0.34732463269994757,0.7639133956943605
3,6,0,10,7,0.27683299684057255,0.30516937305983266,0.18004868264080953,0.21531904234878443,0.7639133956943605
3,7,0,10,7,0.31438663778643106,0.30516937305983266,0.12000691354164758,0.42484384361198807,0.7639133956943605
3,9,0,10,7,0.30860589053726234,0.30516937305983266,0.12499301012186285,0.24568716599125157,0.7639133956943605
4,1,0,10,6,0.31217107967747837,0.1640375024668946,0.33784420374243535,0.2968844211790029,1.0
4,2,0,10,6,0.4573081293656537,0.1640375024668946,0.3899192338831866,0.7154333352783693,1.0
4,3,0,10,6,0.5094745031314859,0.1640375024668946,0.3424551788975112,0.5600900020074167,1.0
4,6,0,10,6,0.15538167246298396,0.1640375024668946,0.18004868264080953,0.21531904234878443,1.0
4,7,0,10,6,0.4662149769805851,0.1640375024668946,0.12000691354164758,0.42484384361198807,1.0
4,9,1,10,6,0.16475664483673796,0.1640375024668946,0.12499301012186285,0.24568716599125157,1.0
5,1,0,10,5,0.2968844211790029,1.0,0.33784420374243535,0.2968844211790029,0.23312297203605584
5,2,0,10,5,0.7154333352783693,1.0,0.3899192338831866,0.7154333352783693,0.23312297203605584
5,3,0,10,5,0.5600900020074167,1.0,0.3424551788975112,0.5600900020074167,0.23312297203605584
5,6,1,10,5,0.21531904234878443,1.0,0.18004868264080953,0.21531904234878443,0.23312297203605584
5,7,0,10,5,0.42484384361198807,1.0,0.12000691354164758,0.42484384361198807,0.23312297203605584
6,1,1,10,4,0.31698693949713563,0.8199513173591905,0.33784420374243535,0.2968844211790029,0.28431318677171324
6,2,0,10,4,0.5961262072362817,0.8199513173591905,0.3899192338831866,0.7154333352783693,0.28431318677171324
6,3,0,10,4,0.566073902499544,0.8199513173591905,0.3424551788975112,0.5600900020074167,0.28431318677171324
6,7,0,10,4,0.4787901304624904,0.8199513173591905,0.12000691354164758,0.42484384361198807,0.28431318677171324
7,2,0,10,3,0.46620272938703583,0.4821071136167551,0.3899192338831866,0.7154333352783693,0.48355016022720204
7,3,0,10,3,0.2666183956302797,0.4821071136167551,0.3424551788975112,0.5600900020074167,0.48355016022720204
7,7,1,10,3,0.16237370641760487,0.4821071136167551,0.12000691354164758,0.42484384361198807,0.48355016022720204
8,2,0,10,2,0.4899366542390224,0.36210020007510757,0.3899192338831866,0.7154333352783693,0.6438079072800871
8,3,1,10,2,0.16067483692994236,0.36210020007510757,0.3424551788975112,0.5600900020074167,0.6438079072800871
9,2,1,10,1,0.7154333352783693,1.0,0.3899192338831866,0.7154333352783693,0.23312297203605584
0,1,1,10,10,0.0617204537417189,1.0,0.3508009396807673,0.0617204537417189,0.2972542293776213
0,2,0,10,10,0.13303973380050022,1.0,0.34231559625096697,0.13303973380050022,0.2972542293776213
0,3,0,10,10,0.19697636074422267,1.0,0.390526972131664,0.19697636074422267,0.2972542293776213
0,4,0,10,10,0.37280215863037663,1.0,0.3648502591904589,0.37280215863037663,0.2972542293776213
0,5,0,10,10,0.6131074193203315,1.0,0.1412150058732885,0.6131074193203315,0.2972542293776213
0,6,0,10,10,0.470548383511044,1.0,0.16012593665233754,0.470548383511044,0.2972542293776213
0,7,0,10,10,0.38111195802515024,1.0,0.21494032223351106,0.38111195802515024,0.2972542293776213
0,8,0,10,10,0.4575519086672478,1.0,0.2547208763321285,0.4575519086672478,0.2972542293776213
0,9,0,10,10,0.5147760366193948,1.0,0.3891120775795902,0.5147760366193948,0.2972542293776213
0,10,0,10,10,0.4353870776519372,1.0,0.3639343078514997,0.4353870776519372,0.2972542293776213
1,2,1,10,9,0.1760925237105229,0.6491990603192327,0.34231559625096697,0.13303973380050022,0.45787840363085486
1,3,0,10,9,0.2455585008991231,0.6491990603192327,0.390526972131664,0.19697636074422267,0.45787840363085486
1,4,0,10,9,0.3464740700914775,0.6491990603192327,0.3648502591904589,0.37280215863037663,0.45787840363085486
1,5,0,10,9,0.5515678617689719,0.6491990603192327,0.1412150058732885,0.6131074193203315,0.45787840363085486
1,6,0,10,9,0.41085450350319896,0.6491990603192327,0.16012593665233754,0.470548383511044,0.45787840363085486
1,7,0,10,9,0.3638010138205002,0.6491990603192327,0.21494032223351106,0.38111195802515024,0.45787840363085486
1,8,0,10,9,0.40177880573317715,0.6491990603192327,0.2547208763321285,0.4575519086672478,0.45787840363085486
1,9,0,10,9,0.4534986745840737,0.6491990603192327,0.3891120775795902,0.5147760366193948,0.45787840363085486
1,10,0,10,9,0.38669354794091654,0.6491990603192327,0.3639343078514997,0.4353870776519372,0.45787840363085486
2,3,0,10,8,0.07148978464421868,0.3068834640682657,0.390526972131664,0.19697636074422267,0.9686225039205684
2,4,0,10,8,0.5053536634434896,0.3068834640682657,0.3648502591904589,0.37280215863037663,0.9686225039205684
2,5,0,10,8,0.7052468854471928,0.3068834640682657,0.1412150058732885,0.6131074193203315,0.9686225039205684
2,6,0,10,8,0.5340575758616938,0.3068834640682657,0.16012593665233754,0.470548383511044,0.9686225039205684
2,7,1,10,8,0.3262597995813546,0.3068834640682657,0.21494032223351106,0.38111195802515024,0.9686225039205684
2,8,0,10,8,0.5756735585857108,0.3068834640682657,0.2547208763321285,0.4575519086672478,0.9686225039205684
2,9,0,10,8,0.5906613836798671,0.3068834640682657,0.3891120775795902,0.5147760366193948,0.9686225039205684
2,10,0,10,8,0.45525546749076656,0.3068834640682657,0.3639343078514997,0.4353870776519372,0.9686225039205684
3,3,1,10,7,0.19697636074422267,1.0,0.390526972131664,0.19697636074422267,0.2972542293776213
3,4,0,10,7,0.37280215863037663,1.0,0.3648502591904589,0.37280215863037663,0.2972542293776213
3,5,0,10,7,0.6131074193203315,1.0,0.1412150058732885,0.6131074193203315,0.2972542293776213
3,6,0,10,7,0.470548383511044,1.0,0.16012593665233754,0.470548383511044,0.2972542293776213
3,8,0,10,7,0.4575519086672478,1.0,0.2547208763321285,0.4575519086672478,0.2972542293776213
3,9,0,10,7,0.5147760366193948,1.0,0.3891120775795902,0.5147760366193948,0.2972542293776213
3,10,0,10,7,0.4353870776519372,1.0,0.3639343078514997,0.4353870776519372,0.2972542293776213
4,4,0,10,6,0.5640809553472581,0.609473027868336,0.3648502591904589,0.37280215863037663,0.4877233540871917
4,5,0,10,6,0.7758778062366294,0.609473027868336,0.1412150058732885,0.6131074193203315,0.4877233540871917
4,6,0,10,6,0.6008540865528297,0.609473027868336,0.16012593665233754,0.470548383511044,0.4877233540871917
4,8,0,10,6,0.6464431744484577,0.609473027868336,0.2547208763321285,0.4575519086672478,0.4877233540871917
4,9,0,10,6,0.6593810399958117,0.609473027868336,0.3891120775795902,0.5147760366193948,0.4877233540871917
4,10,1,10,6,0.5119350546766396,0.609473027868336,0.3639343078514997,0.4353870776519372,0.4877233540871917
5,4,0,10,5,0.6007511614824709,0.2455387200168363,0.3648502591904589,0.37280215863037663,1.0
5,5,0,10,5,0.3918381105989867,0.2455387200168363,0.1412150058732885,0.6131074193203315,1.0
5,6,1,10,5,0.17329208768946064,0.2455387200168363,0.16012593665233754,0.470548383511044,1.0
5,8,0,10,5,0.4400831298866898,0.2455387200168363,0.2547208763321285,0.4575519086672478,1.0
5,9,0,10,5,0.24923357033662594,0.2455387200168363,0.3891120775795902,0.5147760366193948,1.0
6,8,0,10,4,0.4575519086672478,1.0,0.2547208763321285,0.4575519086672478,0.2972542293776213
6,9,0,10,4,0.5147760366193948,1.0,0.3891120775795902,0.5147760366193948,0.2972542293776213
6,4,1,10,4,0.37280215863037663,1.0,0.3648502591904589,0.37280215863037663,0.2972542293776213
6,5,0,10,4,0.6131074193203315,1.0,0.1412150058732885,0.6131074193203315,0.2972542293776213
7,8,1,10,3,0.2736862748332798,0.6351497408095411,0.2547208763321285,0.4575519086672478,0.4680065349609539
7,9,0,10,3,0.502906635558665,0.6351497408095411,0.3891120775795902,0.5147760366193948,0.4680065349609539
7,5,0,10,3,0.5105739314746579,0.6351497408095411,0.1412150058732885,0.6131074193203315,0.4680065349609539
8,9,0,10,2,0.2584199709564144,0.38042886447741264,0.3891120775795902,0.5147760366193948,0.7813661294758834
8,5,1,10,2,0.2373652010683082,0.38042886447741264,0.1412150058732885,0.6131074193203315,0.7813661294758834
9,9,1,10,1,0.5147760366193948,1.0,0.3891120775795902,0.5147760366193948,0.2972542293776213
0,1,0,10,10,0.12362884713390766,1.0,0.16550633298237521,0.12362884713390766,0.19694937083449054
0,2,0,10,10,0.03871934973217483,1.0,0.13096457320060564,0.03871934973217483,0.19694937083449054
0,3,1,10,10,0.023557311753544176,1.0,0.2591687809700816,0.023557311753544176,0.19694937083449054
0,4,0,10,10,0.6552621996903102,1.0,0.2704721143127176,0.6552621996903102,0.19694937083449054
0,5,0,10,10,0.42363758177067445,1.0,0.10324452251786119,0.42363758177067445,0.19694937083449054
0,6,0,10,10,0.5551016015681801,1.0,0.26094936797014645,0.5551016015681801,0.19694937083449054
0,7,0,10,10,0.5590086021184678,1.0,0.11825161467760414,0.5590086021184678,0.19694937083449054
0,8,0,10,10,0.6680265545098899,1.0,0.3440454276629782,0.6680265545098899,0.19694937083449054
0,9,0,10,10,0.5218838060416631,1.0,0.14986017947409447,0.5218838060416631,0.19694937083449054
0,10,0,10,10,0.6879926741292134,1.0,0.16703079457644057,0.6879926741292134,0.19694937083449054
1,1,0,10,9,0.13728095737891882,0.7408312190299184,0.16550633298237521,0.12362884713390766,0.26584917829513977
1,2,1,10,9,0.03777075959693368,0.7408312190299184,0.13096457320060564,0.03871934973217483,0.26584917829513977
1,4,0,10,9,0.6321824661547528,0.7408312190299184,0.2704721143127176,0.6552621996903102,0.26584917829513977
1,5,0,10,9,0.40208346417144913,0.7408312190299184,0.10324452251786119,0.42363758177067445,0.26584917829513977
1,6,0,10,9,0.532115136689006,0.7408312190299184,0.26094936797014645,0.5551016015681801,0.26584917829513977
1,7,0,10,9,0.5364301394178188,0.7408312190299184,0.11825161467760414,0.5590086021184678,0.26584917829513977
1,8,0,10,9,0.644955904521489,0.7408312190299184,0.3440454276629782,0.6680265545098899,0.26584917829513977
1,9,0,10,9,0.5005476644800178,0.7408312190299184,0.14986017947409447,0.5218838060416631,0.26584917829513977
1,10,0,10,9,0.6650831971143073,0.7408312190299184,0.16703079457644057,0.6879926741292134,0.26584917829513977
2,1,1,10,8,0.16180934667295863,0.6098666458293128,0.16550633298237521,0.12362884713390766,0.3229384197043168
2,4,0,10,8,0.6359079362035185,0.6098666458293128,0.2704721143127176,0.6552621996903102,0.3229384197043168
2,5,0,10,8,0.42743558753206734,0.6098666458293128,0.10324452251786119,0.42363758177067445,0.3229384197043168
2,6,0,10,8,0.5353007449920919,0.6098666458293128,0.26094936797014645,0.5551016015681801,0.3229384197043168
2,7,0,10,8,0.5369673794910986,0.6098666458293128,0.11825161467760414,0.5590086021184678,0.3229384197043168
2,8,0,10,8,0.6485890368482817,0.6098666458293128,0.3440454276629782,0.6680265545098899,0.3229384197043168
2,9,0,10,8,0.4954410487103051,0.6098666458293128,0.14986017947409447,0.5218838060416631,0.3229384197043168
2,10,0,10,8,0.667486463054127,0.6098666458293128,0.16703079457644057,0.6879926741292134,0.3229384197043168
3,4,0,10,7,0.7442876172035587,0.4443603128469376,0.2704721143127176,0.6552621996903102,0.4432199841895666
3,5,1,10,7,0.4573946863160461,0.4443603128469376,0.10324452251786119,0.42363758177067445,0.4432199841895666
3,6,0,10,7,0.6463870249134561,0.4443603128469376,0.26094936797014645,0.5551016015681801,0.4432199841895666
3,7,0,10,7,0.6552610530244591,0.4443603128469376,0.11825161467760414,0.5590086021184678,0.4432199841895666
3,8,0,10,7,0.7571143674601762,0.4443603128469376,0.3440454276629782,0.6680265545098899,0.4432199841895666
3,9,0,10,7,0.6277971848776916,0.4443603128469376,0.14986017947409447,0.5218838060416631,0.4432199841895666
3,10,0,10,7,0.7794013976703396,0.4443603128469376,0.16703079457644057,0.6879926741292134,0.4432199841895666
4,4,0,10,6,0.3889391297636704,0.3411157903290764,0.2704721143127176,0.6552621996903102,0.5773680856124905
4,6,1,10,6,0.3237215295315301,0.3411157903290764,0.26094936797014645,0.5551016015681801,0.5773680856124905
4,7,0,10,6,0.35473149066521886,0.3411157903290764,0.11825161467760414,0.5590086021184678,0.5773680856124905
4,8,0,10,6,0.3998475896634538,0.3411157903290764,0.3440454276629782,0.6680265545098899,0.5773680856124905
4,9,0,10,6,0.3925496927505395,0.3411157903290764,0.14986017947409447,0.5218838060416631,0.5773680856124905
4,10,0,10,6,0.42840230047006667,0.3411157903290764,0.16703079457644057,0.6879926741292134,0.5773680856124905
5,4,0,10,5,0.6552621996903102,1.0,0.2704721143127176,0.6552621996903102,0.19694937083449054
5,7,0,10,5,0.5590086021184678,1.0,0.11825161467760414,0.5590086021184678,0.19694937083449054
5,8,0,10,5,0.6680265545098899,1.0,0.3440454276629782,0.6680265545098899,0.19694937083449054
5,9,1,10,5,0.5218838060416631,1.0,0.14986017947409447,0.5218838060416631,0.19694937083449054
5,10,0,10,5,0.6879926741292134,1.0,0.16703079457644057,0.6879926741292134,0.19694937083449054
6,8,0,10,4,0.19852138107637465,0.8501398205259055,0.3440454276629782,0.6680265545098899,0.2316670341505184
6,10,0,10,4,0.20368094516320318,0.8501398205259055,0.16703079457644057,0.6879926741292134,0.2316670341505184
6,4,0,10,4,0.1892116443502833,0.8501398205259055,0.2704721143127176,0.6552621996903102,0.2316670341505184
6,7,1,10,4,0.0865422652189909,0.8501398205259055,0.11825161467760414,0.5590086021184678,0.2316670341505184
7,8,0,10,3,0.12028230547007049,0.7318882058483014,0.3440454276629782,0.6680265545098899,0.269097615265182
7,10,0,10,3,0.13297895625552333,0.7318882058483014,0.16703079457644057,0.6879926741292134,0.269097615265182
7,4,1,10,3,0.10917218313136622,0.7318882058483014,0.2704721143127176,0.6552621996903102,0.269097615265182
8,8,1,10,2,0.01282955077229014,0.46141609153558377,0.3440454276629782,0.6680265545098899,0.4268368061873327
8,10,0,10,2,0.0395142920085954,0.46141609153558377,0.16703079457644057,0.6879926741292134,0.4268368061873327
9,10,1,10,1,0.6879926741292134,1.0,0.16703079457644057,0.6879926741292134,0.19694937083449054
0,1,0,10,10,0.2823084758063827,1.0,0.20372927482767694,0.2823084758063827,0.2580728527851195
0,2,0,10,10,0.37053741007667285,1.0,0.31114507888377485,0.37053741007667285,0.2580728527851195
0,3,0,10,10,0.35940773814997234,1.0,0.1072013904894772,0.35940773814997234,0.2580728527851195
0,4,0,10,10,0.5333697712687323,1.0,0.3646893035430925,0.5333697712687323,0.2580728527851195
0,5,0,10,10,0.5170798088993981,1.0,0.1395444778133264,0.5170798088993981,0.2580728527851195
0,6,0,10,10,0.4101705768730182,1.0,0.29698326586754986,0.4101705768730182,0.2580728527851195
0,7,0,10,10,0.5003738820771736,1.0,0.34442524110088557,0.5003738820771736,0.2580728527851195
0,8,0,10,10,0.7068771700314805,1.0,0.31662177218887594,0.7068771700314805,0.2580728527851195
0,9,0,10,10,0.6312608986341105,1.0,0.22023960293787448,0.6312608986341105,0.2580728527851195
0,10,1,10,10,0.27985494909599934,1.0,0.27614912019866084,0.27985494909599934,0.2580728527851195
1,1,0,10,9,0.42244337259812564,0.7238508798013392,0.20372927482767694,0.2823084758063827,0.3565276495290681
1,2,1,10,9,0.09129065199444907,0.7238508798013392,0.31114507888377485,0.37053741007667285,0.3565276495290681
1,3,0,10,9,0.37615907207097116,0.7238508798013392,0.1072013904894772,0.35940773814997234,0.3565276495290681
1,4,0,10,9,0.5543059217877433,0.7238508798013392,0.3646893035430925,0.5333697712687323,0.3565276495290681
1,5,0,10,9,0.3418870101256242,0.7238508798013392,0.1395444778133264,0.5170798088993981,0.3565276495290681
1,6,0,10,9,0.20940040944886829,0.7238508798013392,0.29698326586754986,0.4101705768730182,0.3565276495290681
1,7,0,10,9,0.42940412497843483,0.7238508798013392,0.34442524110088557,0.5003738820771736,0.3565276495290681
1,8,0,10,9,0.44517943689540596,0.7238508798013392,0.31662177218887594,0.7068771700314805,0.3565276495290681
1,9,0,10,9,0.38174054765919146,0.7238508798013392,0.22023960293787448,0.6312608986341105,0.3565276495290681
2,1,0,10,8,0.4871041034200368,0.41270580091756437,0.20372927482767694,0.2823084758063827,0.6253191794526486
2,3,0,10,8,0.41342164697746575,0.41270580091756437,0.1072013904894772,0.35940773814997234,0.6253191794526486
2,4,0,10,8,0.5792999434037764,0.41270580091756437,0.3646893035430925,0.5333697712687323,0.6253191794526486
2,5,0,10,8,0.3069567257736001,0.41270580091756437,0.1395444778133264,0.5170798088993981,0.6253191794526486
2,6,1,10,8,0.18062409869554039,0.41270580091756437,0.29698326586754986,0.4101705768730182,0.6253191794526486
2,7,0,10,8,0.4316577136855522,0.41270580091756437,0.34442524110088557,0.5003738820771736,0.6253191794526486
2,8,0,10,8,0.35995602779462044,0.41270580091756437,0.31662177218887594,0.7068771700314805,0.6253191794526486
2,9,0,10,8,0.3038436078092274,0.41270580091756437,0.22023960293787448,0.6312608986341105,0.6253191794526486
3,1,0,10,7,0.4081576495928846,0.11572253505001451,0.20372927482767694,0.2823084758063827,1.0
3,3,1,10,7,0.2850654786031219,0.11572253505001451,0.1072013904894772,0.35940773814997234,1.0
3,4,0,10,7,0.4231211673685035,0.11572253505001451,0.3646893035430925,0.5333697712687323,1.0
3,5,0,10,7,0.13256750975909554,0.11572253505001451,0.1395444778133264,0.5170798088993981,1.0
3,7,0,10,7,0.25831055106674816,0.11572253505001451,0.34442524110088557,0.5003738820771736,1.0
3,8,0,10,7,0.31645946734362707,0.11572253505001451,0.31662177218887594,0.7068771700314805,1.0
3,9,0,10,7,0.2310449155482394,0.11572253505001451,0.22023960293787448,0.6312608986341105,1.0
4,1,1,10,6,0.2823084758063827,1.0,0.20372927482767694,0.2823084758063827,0.2580728527851195
4,4,0,10,6,0.5333697712687323,1.0,0.3646893035430925,0.5333697712687323,0.2580728527851195
4,5,0,10,6,0.5170798088993981,1.0,0.1395444778133264,0.5170798088993981,0.2580728527851195
4,7,0,10,6,0.5003738820771736,1.0,0.34442524110088557,0.5003738820771736,0.2580728527851195
4,8,0,10,6,0.7068771700314805,1.0,0.31662177218887594,0.7068771700314805,0.2580728527851195
4,9,0,10,6,0.6312608986341105,1.0,0.22023960293787448,0.6312608986341105,0.2580728527851195
5,4,1,10,5,0.2793317288584585,0.7962707251723231,0.3646893035430925,0.5333697712687323,0.32410189729035843
5,5,0,10,5,0.4468215539581972,0.7962707251723231,0.1395444778133264,0.5170798088993981,0.32410189729035843
